basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.01357145281508565,0.11649657855527625,0.041262172311544415,0.9232258051633835,0.27700296401977537,0.04764917969703674,1.832587718963623,100
